Age,JobSatisfaction,WorkLifeBalance,MonthlyIncome,YearsAtCompany,PerformanceRating,OverTime,EducationLevel,Gender,Department,NumProjects,Attrition
0.24670532377959295,0.43564068733111866,1.0635194570400197,-1.2017507317081189,0.7291373803913236,1.227340252884539,0,0,1,1,-0.8407937413875185,No
-0.19573607467735332,1.2149621315728334,1.0635194570400197,0.24414163611150314,-1.5186183571204634,1.227340252884539,0,3,1,0,-0.8407937413875185,No
0.5121701628537607,-0.3436807569105961,1.0635194570400197,-1.1547642018735405,-0.91345335086729,-0.39077478058222315,0,0,0,0,-1.5385478836178241,No
-0.2842243543687426,-0.3436807569105961,0.059251792224137234,1.2495042109847065,0.12397237413815018,1.227340252884539,0,3,1,2,0.9035916141882459,No
-0.9036423122084674,-1.1230022011523106,-0.9450158725917452,1.2737847281655381,0.21042451788860353,1.227340252884539,0,3,1,0,-0.8407937413875185,Yes
0.8661232816193177,0.43564068733111866,0.059251792224137234,-0.09416966556339408,0.12397237413815018,-0.39077478058222315,0,1,1,1,1.2524686853033988,No
-0.10724779498596407,-0.3436807569105961,1.0635194570400197,1.2470595855347595,-0.4811926321150232,0.41828273615115796,0,3,1,4,0.20583747195794014,No
-0.19573607467735332,-0.3436807569105961,0.059251792224137234,1.3895108109062593,-1.2592619258691033,-0.39077478058222315,0,0,0,0,0.9035916141882459,No
0.06972876439681444,-0.3436807569105961,1.0635194570400197,0.9363849817431636,-1.17280978211865,1.227340252884539,0,3,1,2,-1.5385478836178241,No
0.7776350019279284,-0.3436807569105961,-1.9492835374076278,0.6270777108303519,0.12397237413815018,1.227340252884539,0,2,0,2,-1.5385478836178241,Yes
-1.523060270048192,1.2149621315728334,0.059251792224137234,-0.2787181698695781,-0.3947404883645699,1.227340252884539,0,1,0,3,-1.5385478836178241,No
-1.523060270048192,-0.3436807569105961,-0.9450158725917452,1.1774499117057542,-1.69152264462137,-2.0088898140489855,1,2,0,2,0.554714543073093,Yes
-1.2575954309740245,-0.3436807569105961,0.059251792224137234,-0.10291230912167985,-0.9999054946177433,1.227340252884539,0,2,0,0,-0.14303959915721273,No
0.1582170440882037,0.43564068733111866,1.0635194570400197,-1.1901076850736245,-1.0863576383681965,1.227340252884539,0,0,0,3,1.6013457564185516,No
-1.080618871591246,1.2149621315728334,1.0635194570400197,-0.9845934099594188,1.334302386644497,1.227340252884539,0,2,1,0,0.554714543073093,No
0.6891467222365393,1.2149621315728334,0.059251792224137234,-1.1891546954914418,1.593658817895857,0.41828273615115796,0,1,1,2,-0.49191667027236563,No
1.4855412394590426,1.2149621315728334,-1.9492835374076278,-1.7877978904208864,0.2968766616390569,-1.1998322973156041,1,2,1,2,0.20583747195794014,Yes
-0.9921305918998566,-0.3436807569105961,0.059251792224137234,-0.2821157849017081,0.9020416678922303,0.41828273615115796,0,2,1,4,1.6013457564185516,No
-0.8151540325170781,0.43564068733111866,0.059251792224137234,0.5452449097516107,-0.7405490633663833,-0.39077478058222315,0,3,1,0,-0.8407937413875185,No
